CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL1982866	1304157	CHEMBL1982866	1304157		SID103905540	314.77	3.13	52.83	0	COCCn1cc(c2ccncn2)c(n1)c3ccc(Cl)cc3	9528287	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL554	14805	CHEMBL554	14805	LAPATINIB	SID103905567	581.06	6.04	114.72	2	CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2	9532506	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1991285	1312576	CHEMBL1991285	1312576		SID103905154	429.86	3.12	137.23	0	Cc1cc(OCC2CCC(C2)C(=O)O)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl	9532508	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1993661	1314952	CHEMBL1993661	1314952		SID103904591	479.94	3.74	132.08	0	CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(OC)c(OC)c(OC)c3)ncc2Cl	9532512	Ki	=	.794	nM	9.1	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL375284	371319	CHEMBL375284	371319		SID103904328	342.39	4.17	69.81	0	Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc4[nH]ncc34)c1	9528281	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL451401	508789	CHEMBL451401	508789		SID103904656	161.16	.48	71.77	0	NC(=O)c1cccc2cn[nH]c12	9532435	Ki	>	31622.78	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL261849	430664	CHEMBL261849	430664	GW632580X	SID103905623	366.41	3.13	105.51	0	COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1	9532442	Ki	>	2511.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1970217	1291508	CHEMBL1970217	1291508		SID103904557	346.42	3.84	51.22	0	COc1cccc(c1)C(C)NC(=O)c2ccc(cc2)c3ccncc3C	9528367	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL185569	307786	CHEMBL185569	307786		SID103904337	357.41	3.49	70.22	0	Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc4C(=O)NCc34)c1	9528372	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1969843	1291134	CHEMBL1969843	1291134		SID103904517	283.33	2.02	68.62	0	C(C1CCOCC1)n2cc(nn2)c3ccc4[nH]ncc4c3	9528373	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1984711	1306002	CHEMBL1984711	1306002		SID103905215	425.48	5.15	103.56	1	COc1cc(Nc2nccc(Nc3onc(c3)C4CCCCC4)n2)cc(OC)c1OC	9528379	Ki	=	398.11	nM	6.4	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1969664	1290955	CHEMBL1969664	1290955		SID103905163	334.37	2.44	85.17	0	Oc1[nH]c2ccc(cc2c1c3ccc(CN4CCOCC4)cn3)C#N	9528449	Ki	>	1995.26	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1971289	1292580	CHEMBL1971289	1292580		SID103905207	264.3	2.09	107.71	0	CCOc1ccc(C=C2SC(=N)NC2=O)c(O)c1	9528450	Ki	>	2511.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1988437	1309728	CHEMBL1988437	1309728		SID103905539	386.47	4.49	95.97	0	CNC(=O)c1ccccc1Sc2ccc3c(C=Cc4ccccn4)n[nH]c3c2	9528452	Ki	>	1258.93	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1972937	1294228	CHEMBL1972937	1294228		SID103904703	310.37	3.76	75.99	0	COc1cccc(C=C2SC(=Nc3ccccc3)NC2=O)c1	9528393	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2001239	1322530	CHEMBL2001239	1322530		SID103905496	438.79	3.95	126.05	0	Nc1ncnc(Nc2cc(CNC(=O)C(F)(F)F)c(O)c(c2)c3ccc(Cl)cc3)n1	9528406	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL184847	307702	CHEMBL184847	307702		SID103904377	371.43	3.98	70.22	0	Cc1ccc(NC(=O)Nc2ccc(cc2)c3cccc4C(=O)NCc34)cc1C	9520034	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2000114	1321405	CHEMBL2000114	1321405		SID103904504	238.31	.96	99.13	0	CSc1c[nH]c2ncnc(NCCCO)c12	9519958	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1985566	1306857	CHEMBL1985566	1306857		SID103904722	560.64	5.49	95.85	2	COc1cc(ccc1CC#N)c2ccc3C(=O)Nc4cc(CCOc5ccc(cc5)N6CCOCC6)ccc4Nc3c2	9528458	Ki	=	1258.93	nM	5.9	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2004355	1325646	CHEMBL2004355	1325646		SID103905187	375.4	.61	169.57	0	CCOc1nc(cc(N)c1C#N)C(=O)NCc2ccc(cc2)S(=O)(=O)N	9528465	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2003271	1324562	CHEMBL2003271	1324562		SID103904677	399.68	4.76	100.43	0	NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c3ccc(Cl)cc3	9524165	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL213505	355067	CHEMBL213505	355067		SID103904357	414.34	3.28	118.96	0	Nc1ncnc2onc(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12	9519925	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL119385	193962	CHEMBL119385	193962	VX-745	SID103905630	436.26	5.34	70.33	1	Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1	9519927	Ki	>	1995.26	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2001641	1322932	CHEMBL2001641	1322932		SID103905295	243.26	1.64	79.61	0	CC(C)(O)c1cn(nn1)c2ccc3[nH]ncc3c2	9528294	Ki	=	31622.78	nM	4.5	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL220057	371224	CHEMBL220057	371224		SID103904333	357.41	3.96	95.83	0	Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1	9528312	Ki	>	1000	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1969506	1290797	CHEMBL1969506	1290797		SID103905267	497.52	2.04	170.86	0	CC(C)(C)OC(=O)n1ncc2cc(NC3=C(NCc4ccc(cc4)S(=O)(=O)N)C(=O)C3=O)ccc12	9528317	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1988594	1309885	CHEMBL1988594	1309885		SID103904352	404.45	2.38	150.27	0	Nc1ncnc2scc(C(=O)Nc3ccc(NC(=O)Nc4ccccc4)cc3)c12	9528407	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
